Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Venue,Margin,Season,Round.Type,Round.Number,seas_rnd,First.Game,round.name,Finals,status,Home.Venue.Exp,Away.Venue.Exp,Home.Interstate,Away.Interstate,Home.Factor,Away.Factor,Home.ELO_pre,Away.ELO_pre,Home.ELO,Away.ELO,Probability,Prediction
1280,1913-06-14,9,Sydney,10,15,75,Collingwood,7,9,51,Lake Oval,24,1913,Regular,9,1913.9,FALSE,NA,NA,NA,46,6,TRUE,FALSE,1,0,1521.2498310998778,1514.4876562092563,1523.397669146253,1512.339818162881,0.6808561595281976,19
1281,1913-06-14,9,Essendon,9,17,71,Melbourne,3,12,30,East Melbourne,41,1913,Regular,9,1913.9,FALSE,NA,NA,NA,50,9,FALSE,FALSE,1,0,1495.5322836111866,1482.2098834950887,1497.418564420805,1480.3236026854702,0.7197205334890676,24
1282,1913-06-14,9,St Kilda,11,12,78,Geelong,10,11,71,Junction Oval,7,1913,Regular,9,1913.9,FALSE,NA,NA,NA,49,6,FALSE,FALSE,1,0,1494.6075973114678,1501.8141544589005,1497.613789934737,1498.8079618356312,0.5533146176420081,6
1283,1913-06-14,9,University,5,10,40,Richmond,12,11,83,M.C.G.,-43,1913,Regular,9,1913.9,FALSE,NA,NA,NA,29,8,FALSE,FALSE,1,0,1465.732907921917,1479.7619751992058,1462.791503030738,1482.7033800903848,0.4370586762524484,-6
1284,1913-06-21,10,Carlton,15,15,105,Essendon,11,12,78,Princes Park,27,1913,Regular,10,1913.10,FALSE,NA,NA,NA,44,5,FALSE,FALSE,1,0,1522.329957525353,1497.418564420805,1523.5410507635277,1496.2074711826303,0.820045581251904,38
1285,1913-06-21,10,Collingwood,14,11,95,Melbourne,6,11,47,Victoria Park,48,1913,Regular,10,1913.10,FALSE,NA,NA,NA,48,6,FALSE,FALSE,1,0,1512.339818162881,1480.3236026854702,1513.3125990039039,1479.3508218444474,0.8554560414527705,45
1286,1913-06-21,10,University,5,5,35,Fitzroy,10,15,75,M.C.G.,-40,1913,Regular,10,1913.10,FALSE,NA,NA,NA,30,9,FALSE,FALSE,1,0,1462.791503030738,1522.2737531677467,1462.0515710027291,1523.0136851957557,0.10994532362687948,-52
1287,1913-06-21,10,Richmond,12,9,81,Geelong,8,15,63,Punt Rd,18,1913,Regular,10,1913.10,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1482.7033800903848,1498.8079618356312,1486.2985499231486,1495.2127920028674,0.46579943049573574,-3
1288,1913-06-21,10,St Kilda,9,11,65,Sydney,13,14,92,Junction Oval,-27,1913,Regular,10,1913.10,FALSE,NA,NA,NA,50,6,FALSE,TRUE,1,0,1497.613789934737,1523.397669146253,1495.1110817418719,1525.9003773391182,0.3718734313321231,-13
1289,1913-06-28,11,Sydney,12,16,88,Carlton,5,11,41,Lake Oval,47,1913,Regular,11,1913.11,FALSE,NA,NA,NA,46,5,TRUE,FALSE,1,0,1525.9003773391182,1523.5410507635277,1528.2464434545768,1521.194984648069,0.6514017659051246,16
1290,1913-06-28,11,Geelong,8,12,60,Collingwood,11,5,71,Corio Oval,-11,1913,Regular,11,1913.11,FALSE,NA,NA,NA,49,5,FALSE,FALSE,1,0,1495.2127920028674,1513.3125990039039,1492.1465662350754,1516.378824771696,0.4556056118561705,-4
1291,1913-06-28,11,Essendon,8,9,57,Richmond,10,7,67,East Melbourne,-10,1913,Regular,11,1913.11,FALSE,NA,NA,NA,50,9,FALSE,FALSE,1,0,1496.2074711826303,1486.2985499231486,1491.5545444101474,1490.9514766956315,0.6913709914536429,21
1292,1913-06-28,11,Fitzroy,7,11,53,St Kilda,5,9,39,Brunswick St,14,1913,Regular,11,1913.11,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1523.0136851957557,1495.1110817418719,1524.122481156746,1494.0022857808815,0.8352457710267003,41
1293,1913-06-28,11,Melbourne,7,20,62,University,7,11,53,M.C.G.,9,1913,Regular,11,1913.11,FALSE,NA,NA,NA,52,31,FALSE,FALSE,1,0,1479.3508218444474,1462.0515710027291,1481.4147625073135,1459.987630339863,0.6933223383557143,21
1294,1913-07-05,12,Melbourne,10,7,67,Carlton,7,12,54,M.C.G.,13,1913,Regular,12,1913.12,FALSE,NA,NA,NA,52,18,FALSE,FALSE,1,0,1481.4147625073135,1521.194984648069,1486.7453936355612,1515.8643535198214,0.20792999580272503,-33
1295,1913-07-05,12,Collingwood,10,12,72,Essendon,7,12,54,Victoria Park,18,1913,Regular,12,1913.12,FALSE,NA,NA,NA,48,6,FALSE,FALSE,1,0,1516.378824771696,1491.5545444101474,1517.6162406233834,1490.31712855846,0.8161343459602425,38
1296,1913-07-05,12,Geelong,11,12,78,Fitzroy,8,13,61,Corio Oval,17,1913,Regular,12,1913.12,FALSE,NA,NA,NA,49,6,FALSE,FALSE,1,0,1492.1465662350754,1524.122481156746,1496.7564068956783,1519.5126404961431,0.31503110540819607,-19
1297,1913-07-05,12,Richmond,3,17,35,Sydney,8,11,59,Punt Rd,-24,1913,Regular,12,1913.12,FALSE,NA,NA,NA,50,5,FALSE,TRUE,1,0,1490.9514766956315,1528.2464434545768,1489.062404126863,1530.1355160233454,0.2806942895644283,-23
1298,1913-07-05,12,St Kilda,18,20,128,University,7,14,56,Junction Oval,72,1913,Regular,12,1913.12,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1494.0022857808815,1459.987630339863,1494.9027725927613,1459.0871435279832,0.866198096303141,47
1299,1913-07-19,13,Carlton,6,18,54,Collingwood,11,11,77,Princes Park,-23,1913,Regular,13,1913.13,FALSE,NA,NA,NA,43,6,FALSE,FALSE,1,0,1515.8643535198214,1517.6162406233834,1511.8335449777387,1521.6470491654661,0.5989314327017231,11
1300,1913-07-19,13,Sydney,5,12,42,Essendon,7,20,62,Lake Oval,-20,1913,Regular,13,1913.13,FALSE,NA,NA,NA,46,6,TRUE,FALSE,1,0,1530.1355160233454,1490.31712855846,1524.1529508135122,1496.299693768293,0.888939852872695,52
1301,1913-07-19,13,Fitzroy,12,14,86,Melbourne,3,10,28,Brunswick St,58,1913,Regular,13,1913.13,FALSE,NA,NA,NA,51,6,FALSE,FALSE,1,0,1519.5126404961431,1486.7453936355612,1520.448937885073,1485.8090962466313,0.8608770595943582,46
1302,1913-07-19,13,University,5,6,36,Geelong,17,18,120,M.C.G.,-84,1913,Regular,13,1913.13,FALSE,NA,NA,NA,32,10,FALSE,FALSE,1,0,1459.0871435279832,1496.7564068956783,1457.5632278309074,1498.2803225927541,0.22643621056104915,-30
1303,1913-07-19,13,St Kilda,9,8,62,Richmond,5,6,36,Junction Oval,26,1913,Regular,13,1913.13,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1494.9027725927613,1489.062404126863,1497.0754401258562,1486.889736593768,0.6771667855728253,19
1304,1913-07-26,14,Carlton,9,22,76,University,3,8,26,Princes Park,50,1913,Regular,14,1913.14,FALSE,NA,NA,NA,44,6,FALSE,FALSE,1,0,1511.8335449777387,1457.5632278309074,1512.2787298854657,1457.1180429231804,0.9338506823585261,67
1305,1913-07-26,14,Richmond,5,15,45,Collingwood,10,9,69,Punt Rd,-24,1913,Regular,14,1913.14,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1486.889736593768,1521.6470491654661,1484.921006162607,1523.6157795966271,0.29253052468960417,-22
1306,1913-07-26,14,Essendon,4,12,36,Fitzroy,7,12,54,East Melbourne,-18,1913,Regular,14,1913.14,FALSE,NA,NA,NA,49,9,FALSE,FALSE,1,0,1496.299693768293,1520.448937885073,1493.8539885847183,1522.8946430686478,0.3634034448105058,-14
1307,1913-07-26,14,Sydney,12,10,82,Geelong,9,12,66,Lake Oval,16,1913,Regular,14,1913.14,FALSE,NA,NA,NA,47,5,TRUE,FALSE,1,0,1524.1529508135122,1498.2803225927541,1525.3111203207004,1497.122153085566,0.8279094342959754,40
1308,1913-07-26,14,Melbourne,5,5,35,St Kilda,9,17,71,M.C.G.,-36,1913,Regular,14,1913.14,FALSE,NA,NA,NA,52,10,FALSE,FALSE,1,0,1485.8090962466313,1497.0754401258562,1482.538786925634,1500.3457494468535,0.48593006255532,-1
1309,1913-08-02,15,St Kilda,10,10,70,Carlton,11,3,69,Junction Oval,1,1913,Regular,15,1913.15,FALSE,NA,NA,NA,50,5,FALSE,FALSE,1,0,1500.3457494468535,1512.2787298854657,1503.5872099984524,1509.0372693338668,0.5183565302230555,2
1310,1913-08-02,15,Collingwood,12,15,87,University,10,10,70,Victoria Park,17,1913,Regular,15,1913.15,FALSE,NA,NA,NA,47,6,FALSE,FALSE,1,0,1523.6157795966271,1457.1180429231804,1523.8917210018271,1456.8421015179804,0.9589983053194789,79
1311,1913-08-02,15,Geelong,11,10,76,Essendon,8,5,53,Corio Oval,23,1913,Regular,15,1913.15,FALSE,NA,NA,NA,49,5,FALSE,FALSE,1,0,1497.122153085566,1493.8539885847183,1499.3901925777639,1491.5859490925204,0.6629956178012182,17
1312,1913-08-02,15,Richmond,6,10,46,Fitzroy,11,13,79,Punt Rd,-33,1913,Regular,15,1913.15,FALSE,NA,NA,NA,50,5,FALSE,FALSE,1,0,1484.921006162607,1522.8946430686478,1483.0686006877547,1524.7470485435001,0.2752459843762509,-24
1313,1913-08-02,15,Melbourne,2,7,19,Sydney,5,18,48,M.C.G.,-29,1913,Regular,15,1913.15,FALSE,NA,NA,NA,53,16,FALSE,TRUE,1,0,1482.538786925634,1525.3111203207004,1481.2333533346837,1526.6165539116507,0.19397230177569003,-35
1314,1913-08-09,16,Carlton,9,9,63,Richmond,7,9,51,Princes Park,12,1913,Regular,16,1913.16,FALSE,NA,NA,NA,44,6,FALSE,FALSE,1,0,1509.0372693338668,1483.0686006877547,1510.2496743790541,1481.8561956425674,0.8198506619335199,38
1315,1913-08-09,16,St Kilda,12,10,82,Collingwood,6,8,44,Junction Oval,38,1913,Regular,16,1913.16,FALSE,NA,NA,NA,50,5,FALSE,FALSE,1,0,1503.5872099984524,1523.8917210018271,1507.3895316188696,1520.08939938141,0.4350190757181065,-6
1316,1913-08-09,16,University,8,12,60,Essendon,9,8,62,M.C.G.,-2,1913,Regular,16,1913.16,FALSE,NA,NA,NA,33,16,FALSE,FALSE,1,0,1456.8421015179804,1491.5859490925204,1455.3040497948623,1493.1240008156385,0.22853666019586533,-30
1317,1913-08-09,16,Fitzroy,8,11,59,Sydney,7,14,56,Brunswick St,3,1913,Regular,16,1913.16,FALSE,NA,NA,NA,50,5,FALSE,TRUE,1,0,1524.7470485435001,1526.6165539116507,1527.3259680586414,1524.0376343965095,0.6168024494589467,12
1318,1913-08-09,16,Geelong,4,23,47,Melbourne,4,2,26,Corio Oval,21,1913,Regular,16,1913.16,FALSE,NA,NA,NA,50,5,FALSE,FALSE,1,0,1499.3901925777639,1481.2333533346837,1500.8576856953998,1479.7658602170477,0.7819475308118873,32
1319,1913-08-23,17,Carlton,6,10,46,Geelong,9,15,69,Princes Park,-23,1913,Regular,17,1913.17,FALSE,NA,NA,NA,45,5,FALSE,FALSE,1,0,1510.2496743790541,1500.8576856953998,1505.4632480786415,1505.6441119958124,0.7112074740583415,23
1320,1913-08-23,17,Fitzroy,9,10,64,Collingwood,4,13,37,Brunswick St,27,1913,Regular,17,1913.17,FALSE,NA,NA,NA,51,5,FALSE,FALSE,1,0,1527.3259680586414,1520.08939938141,1529.3482483936816,1518.0671190463697,0.699512580231761,22
1321,1913-08-23,17,Essendon,7,8,50,St Kilda,9,8,62,East Melbourne,-12,1913,Regular,17,1913.17,FALSE,NA,NA,NA,48,9,FALSE,FALSE,1,0,1493.1240008156385,1507.3895316188696,1490.0446831725283,1510.4688492619798,0.4575509127949828,-4
1322,1913-08-23,17,Melbourne,9,10,64,Richmond,8,5,53,Punt Rd,11,1913,Regular,17,1913.17,FALSE,NA,NA,NA,6,50,FALSE,FALSE,1,0,1479.7658602170477,1481.8561956425674,1484.0969126712096,1477.5251431884055,0.3564558017590213,-14
1323,1913-08-23,17,Sydney,17,9,111,University,8,13,61,Lake Oval,50,1913,Regular,17,1913.17,FALSE,NA,NA,NA,47,5,TRUE,FALSE,1,0,1524.0376343965095,1455.3040497948623,1524.2804407350372,1455.0612434563345,0.9639217921949975,83
1324,1913-08-30,18,Carlton,4,8,32,Fitzroy,7,13,55,Princes Park,-23,1913,Regular,18,1913.18,FALSE,NA,NA,NA,45,5,FALSE,FALSE,1,0,1505.4632480786415,1529.3482483936816,1502.810494848198,1532.0010016241251,0.3941683849098853,-10
1325,1913-08-30,18,Collingwood,7,12,54,Sydney,8,8,56,Victoria Park,-2,1913,Regular,18,1913.18,FALSE,NA,NA,NA,47,6,FALSE,TRUE,1,0,1518.0671190463697,1524.2804407350372,1514.2938896572794,1528.0536701241276,0.5606581558826794,7
1326,1913-08-30,18,Melbourne,6,6,42,Essendon,6,16,52,M.C.G.,-10,1913,Regular,18,1913.18,FALSE,NA,NA,NA,53,17,FALSE,FALSE,1,0,1484.0969126712096,1490.0446831725283,1480.674581355641,1493.4670144880968,0.508518769029509,1
1327,1913-08-30,18,Geelong,15,18,108,St Kilda,5,10,40,Corio Oval,68,1913,Regular,18,1913.18,FALSE,NA,NA,NA,49,5,FALSE,FALSE,1,0,1505.6441119958124,1510.4688492619798,1508.421352100685,1507.6916091571072,0.5873343083398737,9
1328,1913-08-30,18,Richmond,15,11,101,University,8,11,59,Punt Rd,42,1913,Regular,18,1913.18,FALSE,NA,NA,NA,51,6,FALSE,FALSE,1,0,1477.5251431884055,1455.0612434563345,1478.8453103627417,1453.7410762819984,0.8038384584939023,36
1329,1913-09-06,19,Sydney,6,15,51,St Kilda,12,12,84,M.C.G.,-33,1913,Finals,19,1913.19,FALSE,NA,NA,NA,17,11,TRUE,FALSE,1,0,1528.0536701241276,1507.6916091571072,1526.3508142130343,1509.3944650682006,0.7147589052700233,23
1330,1913-09-13,19,Fitzroy,11,14,80,Collingwood,6,7,43,M.C.G.,37,1913,Finals,19,1913.19,FALSE,NA,NA,NA,9,17,FALSE,FALSE,1,0,1532.0010016241251,1514.2938896572794,1532.8692444811716,1513.425646800233,0.6355626392297159,14
1331,1913-09-20,20,Fitzroy,6,9,45,St Kilda,10,10,70,M.C.G.,-25,1913,Finals,20,1913.20,FALSE,NA,NA,NA,10,12,FALSE,FALSE,1,0,1532.8692444811716,1509.3944650682006,1531.1777283350268,1511.0859812143453,0.7099991379121842,23
1332,1913-09-27,21,Fitzroy,7,14,56,St Kilda,5,13,43,M.C.G.,13,1913,Finals,21,1913.21,FALSE,NA,NA,NA,11,13,FALSE,FALSE,1,0,1531.1777283350268,1511.0859812143453,1531.9349595876793,1510.328749961693,0.6821587912070289,20
1333,1914-04-25,1,Collingwood,8,8,56,Carlton,6,20,56,Victoria Park,0,1914,Regular,1,1914.1,TRUE,NA,NA,NA,47,6,FALSE,FALSE,1,0,1508.3104753693442,1501.7396963110345,1507.0969878936537,1502.953183786725,0.6803101746939744,19
1334,1914-04-25,1,Geelong,8,13,61,Essendon,8,13,61,Corio Oval,0,1914,Regular,1,1914.1,TRUE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1505.212816950324,1495.956081968132,1503.82448049647,1497.344418421986,0.7062907063675925,22
1335,1914-04-25,1,Fitzroy,13,15,93,Melbourne,5,7,37,Brunswick St,56,1914,Regular,1,1914.1,TRUE,NA,NA,NA,49,7,FALSE,FALSE,1,0,1519.7677399847735,1488.0375658591418,1520.7771819654395,1487.0281238784758,0.8500086210005988,44
1336,1914-04-25,1,St Kilda,8,16,64,Richmond,5,12,42,Junction Oval,22,1914,Regular,1,1914.1,TRUE,NA,NA,NA,48,6,FALSE,FALSE,1,0,1506.3934962262879,1486.9052471145371,1507.8611265241404,1485.4376168166846,0.7819271474216207,32
1337,1914-04-25,1,University,6,8,44,Sydney,14,14,98,M.C.G.,-54,1914,Regular,1,1914.1,TRUE,NA,NA,NA,34,18,FALSE,TRUE,1,0,1471.365726218557,1516.3111539978681,1470.2775356964848,1517.3993445199403,0.16169249956494974,-41
1338,1914-05-02,2,Carlton,4,11,35,St Kilda,6,12,48,Princes Park,-13,1914,Regular,2,1914.2,FALSE,NA,NA,NA,46,6,FALSE,FALSE,1,0,1502.953183786725,1507.8611265241404,1499.1021597275655,1511.7121505833,0.5722175422228075,8
1339,1914-05-02,2,Melbourne,6,7,43,Collingwood,9,13,67,M.C.G.,-24,1914,Regular,2,1914.2,FALSE,NA,NA,NA,52,17,FALSE,FALSE,1,0,1487.0281238784758,1507.0969878936537,1484.5428927321877,1509.5822190399417,0.3692765447679065,-13
1340,1914-05-02,2,Essendon,12,14,86,University,7,8,50,East Melbourne,36,1914,Regular,2,1914.2,FALSE,NA,NA,NA,48,27,FALSE,FALSE,1,0,1497.344418421986,1470.2775356964848,1498.878072600081,1468.7438815183898,0.7721167640274866,31
1341,1914-05-02,2,Richmond,3,10,28,Fitzroy,9,15,69,Punt Rd,-41,1914,Regular,2,1914.2,FALSE,NA,NA,NA,52,6,FALSE,FALSE,1,0,1485.4376168166846,1520.7771819654395,1483.4882023388993,1522.7265964432247,0.28966039788786613,-22
1342,1914-05-02,2,Sydney,8,14,62,Geelong,7,9,51,Lake Oval,11,1914,Regular,2,1914.2,FALSE,NA,NA,NA,46,6,TRUE,FALSE,1,0,1517.3993445199403,1503.82448049647,1519.1696177925783,1502.054207223832,0.7369579089691067,26
1343,1914-05-09,3,University,4,8,32,Carlton,13,24,102,M.C.G.,-70,1914,Regular,3,1914.3,FALSE,NA,NA,NA,35,17,FALSE,FALSE,1,0,1468.7438815183898,1499.1021597275655,1466.9884144217024,1500.857626824253,0.2608420648866904,-26
1344,1914-05-09,3,Collingwood,12,18,90,Richmond,4,12,36,Victoria Park,54,1914,Regular,3,1914.3,FALSE,NA,NA,NA,47,6,FALSE,FALSE,1,0,1509.5822190399417,1483.4882023388993,1510.774095206221,1482.29632617262,0.8229010154116793,39
1345,1914-05-09,3,St Kilda,7,10,52,Essendon,9,15,69,Junction Oval,-17,1914,Regular,3,1914.3,FALSE,NA,NA,NA,48,6,FALSE,FALSE,1,0,1511.7121505833,1498.878072600081,1506.7779168927648,1503.812306290616,0.733169939158259,26
1346,1914-05-09,3,Fitzroy,9,12,66,Sydney,11,8,74,Brunswick St,-8,1914,Regular,3,1914.3,FALSE,NA,NA,NA,49,6,FALSE,TRUE,1,0,1522.7265964432247,1519.1696177925783,1518.313091738892,1523.583122496911,0.6557956470033779,17
1347,1914-05-09,3,Geelong,10,14,74,Melbourne,9,4,58,Corio Oval,16,1914,Regular,3,1914.3,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1502.054207223832,1484.5428927321877,1503.6029316702036,1482.9941682858162,0.7698774968244163,31
1348,1914-05-16,4,Sydney,8,4,52,Carlton,7,10,52,Lake Oval,0,1914,Regular,4,1914.4,FALSE,NA,NA,NA,45,5,TRUE,FALSE,1,0,1523.583122496911,1500.857626824253,1521.5128640747162,1502.9278852464479,0.8076164074583676,36
1349,1914-05-16,4,Fitzroy,7,12,54,Collingwood,7,10,52,Brunswick St,2,1914,Regular,4,1914.4,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1518.313091738892,1510.774095206221,1520.3870210035193,1508.7001659415937,0.6918381479008445,21
1350,1914-05-16,4,Essendon,7,11,53,Richmond,7,7,49,East Melbourne,4,1914,Regular,4,1914.4,FALSE,NA,NA,NA,48,8,FALSE,FALSE,1,0,1503.812306290616,1482.29632617262,1505.2658752232917,1480.8427572399444,0.7840165033171604,33
1351,1914-05-16,4,University,11,5,71,Geelong,13,9,87,M.C.G.,-16,1914,Regular,4,1914.4,FALSE,NA,NA,NA,36,10,FALSE,FALSE,1,0,1466.9884144217024,1503.6029316702036,1465.3799585081922,1505.2113875837138,0.23899790691086284,-28
1352,1914-05-16,4,St Kilda,17,13,115,Melbourne,8,7,55,Junction Oval,60,1914,Regular,4,1914.4,FALSE,NA,NA,NA,49,6,FALSE,FALSE,1,0,1506.7779168927648,1482.9941682858162,1508.0528155619818,1481.7192696165991,0.8105648336973355,37
1353,1914-05-23,5,Carlton,4,4,28,Fitzroy,6,10,46,Princes Park,-18,1914,Regular,5,1914.5,FALSE,NA,NA,NA,45,6,FALSE,FALSE,1,0,1502.9278852464479,1520.3870210035193,1499.9255650712942,1523.389341178673,0.4461099814493022,-5
1354,1914-05-23,5,Collingwood,18,17,125,University,7,11,53,Victoria Park,72,1914,Regular,5,1914.5,FALSE,NA,NA,NA,47,6,FALSE,FALSE,1,0,1508.7001659415937,1465.3799585081922,1509.356424785952,1464.723699663834,0.9024875417001215,56
1355,1914-05-23,5,Melbourne,5,7,37,Essendon,5,24,54,M.C.G.,-17,1914,Regular,5,1914.5,FALSE,NA,NA,NA,52,15,FALSE,FALSE,1,0,1481.7192696165991,1505.2658752232917,1479.402589951563,1507.5825548883279,0.3442317481480249,-16
1356,1914-05-23,5,Richmond,10,17,77,Geelong,6,17,53,Punt Rd,24,1914,Regular,5,1914.5,FALSE,NA,NA,NA,51,6,FALSE,FALSE,1,0,1480.8427572399444,1505.2113875837138,1484.972877583487,1501.0812672401712,0.3863119846147605,-11
1357,1914-05-23,5,Sydney,11,11,77,St Kilda,9,12,66,Lake Oval,11,1914,Regular,5,1914.5,FALSE,NA,NA,NA,46,6,TRUE,FALSE,1,0,1521.5128640747162,1508.0528155619818,1523.289135474498,1506.2765441622,0.7360666567931945,26
1358,1914-05-30,6,Carlton,13,19,97,Melbourne,5,9,39,Princes Park,58,1914,Regular,6,1914.6,FALSE,NA,NA,NA,46,6,FALSE,FALSE,1,0,1499.9255650712942,1479.402589951563,1501.3576960235396,1477.9704589993175,0.7872019387451058,33
1359,1914-05-30,6,St Kilda,12,10,82,Collingwood,5,14,44,Junction Oval,38,1914,Regular,6,1914.6,FALSE,NA,NA,NA,49,5,FALSE,FALSE,1,0,1506.2765441622,1509.356424785952,1508.9406734383233,1506.6922955098287,0.6041412665492742,11
1360,1914-05-30,6,Essendon,5,11,41,Sydney,5,13,43,East Melbourne,-2,1914,Regular,6,1914.6,FALSE,NA,NA,NA,48,8,FALSE,TRUE,1,0,1507.5825548883279,1523.289135474498,1504.5523952320627,1526.319295130763,0.45024660568575714,-4
1361,1914-05-30,6,Geelong,4,8,32,Fitzroy,6,4,40,Corio Oval,-8,1914,Regular,6,1914.6,FALSE,NA,NA,NA,49,6,FALSE,FALSE,1,0,1501.0812672401712,1523.389341178673,1498.3642310249163,1526.106377393928,0.40372009141973986,-9
1362,1914-05-30,6,University,5,6,36,Richmond,16,14,110,M.C.G.,-74,1914,Regular,6,1914.6,FALSE,NA,NA,NA,37,8,FALSE,FALSE,1,0,1464.723699663834,1484.972877583487,1462.0931145727614,1487.6034626745595,0.3908744563258092,-11
1363,1914-06-06,7,Geelong,9,11,65,Carlton,3,16,34,Corio Oval,31,1914,Regular,7,1914.7,FALSE,NA,NA,NA,49,5,FALSE,FALSE,1,0,1498.3642310249163,1501.3576960235396,1501.0227988345628,1498.6991282138931,0.6049676360109242,11
1364,1914-06-06,7,Collingwood,11,12,78,Essendon,9,9,63,Victoria Park,15,1914,Regular,7,1914.7,FALSE,NA,NA,NA,47,6,FALSE,FALSE,1,0,1506.6922955098287,1504.5523952320627,1509.111068062313,1502.1336226795784,0.6405984320231205,15
1365,1914-06-06,7,Fitzroy,10,13,73,St Kilda,7,6,48,Brunswick St,25,1914,Regular,7,1914.7,FALSE,NA,NA,NA,49,6,FALSE,FALSE,1,0,1526.106377393928,1508.9406734383233,1527.677458918372,1507.3695919138793,0.7665554941390801,30
1366,1914-06-06,7,Melbourne,14,9,93,University,5,16,46,M.C.G.,47,1914,Regular,7,1914.7,FALSE,NA,NA,NA,51,37,FALSE,FALSE,1,0,1477.9704589993175,1462.0931145727614,1480.1859016685964,1459.8776719034825,0.6708108960952677,18
1367,1914-06-06,7,Richmond,4,12,36,Sydney,7,12,54,Punt Rd,-18,1914,Regular,7,1914.7,FALSE,NA,NA,NA,51,5,FALSE,TRUE,1,0,1487.6034626745595,1526.319295130763,1485.784366397181,1528.1383914081416,0.270296623681804,-24
1368,1914-06-08,8,Essendon,6,3,39,Carlton,11,10,76,East Melbourne,-37,1914,Regular,8,1914.8,FALSE,NA,NA,NA,48,8,FALSE,FALSE,1,0,1502.1336226795784,1498.6991282138931,1497.841010349507,1502.9917405439644,0.6378324413181626,15
1369,1914-06-08,8,Sydney,5,13,43,Collingwood,6,10,46,Lake Oval,-3,1914,Regular,8,1914.8,FALSE,NA,NA,NA,46,5,TRUE,FALSE,1,0,1528.1383914081416,1509.111068062313,1522.8588876127164,1514.3905718577382,0.7844730751003066,33
1370,1914-06-08,8,University,3,6,24,Fitzroy,15,18,108,M.C.G.,-84,1914,Regular,8,1914.8,FALSE,NA,NA,NA,38,12,FALSE,FALSE,1,0,1459.8776719034825,1527.677458918372,1459.3362543542,1528.2188764676544,0.08044837285029925,-60
1371,1914-06-08,8,St Kilda,12,10,82,Geelong,8,10,58,Junction Oval,24,1914,Regular,8,1914.8,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1507.3695919138793,1501.0227988345628,1509.5125637797398,1498.8798269687022,0.6815792175541467,20
1372,1914-06-08,8,Richmond,14,11,95,Melbourne,6,17,53,Punt Rd,42,1914,Regular,8,1914.8,FALSE,NA,NA,NA,52,7,FALSE,FALSE,1,0,1485.784366397181,1480.1859016685964,1488.0120728580468,1477.9581952077306,0.6689886388015096,18
1373,1914-06-13,9,Carlton,5,13,43,Richmond,5,11,41,Princes Park,2,1914,Regular,9,1914.9,FALSE,NA,NA,NA,45,6,FALSE,FALSE,1,0,1502.9917405439644,1488.0120728580468,1504.6963699008315,1486.3074435011797,0.7467118340464874,28
1374,1914-06-13,9,Geelong,9,17,71,Collingwood,5,6,36,Corio Oval,35,1914,Regular,9,1914.9,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1498.8798269687022,1514.3905718577382,1502.4351880988108,1510.8352107276296,0.471714542331552,-2
1375,1914-06-13,9,Fitzroy,10,6,66,Essendon,7,8,50,Brunswick St,16,1914,Regular,9,1914.9,FALSE,NA,NA,NA,49,5,FALSE,FALSE,1,0,1528.2188764676544,1497.841010349507,1529.205881900221,1496.8540049169405,0.853342432010924,45
1376,1914-06-13,9,Melbourne,8,7,55,Sydney,13,12,90,M.C.G.,-35,1914,Regular,9,1914.9,FALSE,NA,NA,NA,51,19,FALSE,TRUE,1,0,1477.9581952077306,1522.8588876127164,1476.789403395698,1524.027679424749,0.1736689170925126,-38
1377,1914-06-13,9,St Kilda,15,11,101,University,10,7,67,Junction Oval,34,1914,Regular,9,1914.9,FALSE,NA,NA,NA,50,6,FALSE,FALSE,1,0,1509.5125637797398,1459.3362543542,1510.0164209691775,1458.8323971647624,0.9251326613019648,63
1378,1914-06-20,10,Carlton,6,16,52,Collingwood,5,15,45,Princes Park,7,1914,Regular,10,1914.10,FALSE,NA,NA,NA,46,5,FALSE,FALSE,1,0,1504.6963699008315,1510.8352107276296,1507.5846155634567,1507.9469650650044,0.5708401690007086,8
1379,1914-06-20,10,Essendon,9,13,67,Geelong,5,11,41,East Melbourne,26,1914,Regular,10,1914.10,FALSE,NA,NA,NA,48,8,FALSE,FALSE,1,0,1496.8540049169405,1502.4351880988108,1499.8747266423845,1499.4144663733668,0.5511557614496199,6
1380,1914-06-20,10,Melbourne,8,15,63,Fitzroy,12,11,83,M.C.G.,-20,1914,Regular,10,1914.10,FALSE,NA,NA,NA,52,13,FALSE,FALSE,1,0,1476.789403395698,1529.205881900221,1475.8057597133482,1530.1895255825707,0.1461580508692116,-44
